Date,Wheat,Coffe,Corn
6/21/1982,3.3875,1.3695,2.74
6/22/1982,3.415,1.3755,2.755
6/23/1982,3.4,1.391,2.745
6/24/1982,3.42,1.4045,2.73
6/25/1982,3.483,1.3743,2.7125
6/28/1982,3.474,1.3596,2.68
6/29/1982,3.5085,1.3684,2.6745
6/30/1982,3.526,1.3488,2.6535
7/1/1982,3.6425,1.318,2.6525
7/2/1982,3.62,1.278,2.645
7/6/1982,3.515,1.238,2.6175
7/7/1982,3.4225,1.231,2.61
7/8/1982,3.45,1.2055,2.625
7/9/1982,3.4375,1.213,2.6325
7/12/1982,3.4275,1.204,2.63
7/13/1982,3.4575,1.2275,2.6375
7/14/1982,3.4925,1.2555,2.6425
7/15/1982,3.5075,1.2375,2.645
7/16/1982,3.5375,1.25,2.6475
7/19/1982,3.5025,1.243,2.625
7/20/1982,3.5125,1.2585,2.6125
7/21/1982,3.52,1.23,2.6125
7/22/1982,3.5025,1.2475,2.5875
7/23/1982,3.5125,1.238,2.5675
7/26/1982,3.515,1.231,2.5275
7/27/1982,3.5325,1.2135,2.51
7/28/1982,3.4525,1.2645,2.4675
7/29/1982,3.4425,1.269,2.4625
7/30/1982,3.4275,1.268,2.4575
8/2/1982,3.4625,1.268,2.4775
8/3/1982,3.4625,1.2855,2.4875
8/4/1982,3.49,1.2945,2.495
8/5/1982,3.4725,1.3095,2.46
8/6/1982,3.435,1.3065,2.42
8/9/1982,3.3725,1.295,2.3975
8/10/1982,3.3575,1.2685,2.3775
8/11/1982,3.3725,1.299,2.3575
8/12/1982,3.375,1.2835,2.2575
8/13/1982,3.405,1.2975,2.2725
8/16/1982,3.3375,1.3045,2.22
8/17/1982,3.3825,1.328,2.2075
8/18/1982,3.45,1.342,2.2525
8/19/1982,3.4325,1.329,2.23
8/20/1982,3.405,1.3395,2.255
8/23/1982,3.4325,1.345,2.2925
8/24/1982,3.4425,1.331,2.3075
8/25/1982,3.4975,1.3155,2.3425
8/26/1982,3.505,1.3144,2.3045
8/27/1982,3.525,1.2855,2.279
8/30/1982,3.5195,1.2855,2.2655
8/31/1982,3.518,1.2827,2.289
9/1/1982,3.605,1.261,2.295
9/2/1982,3.6225,1.2535,2.3175
9/3/1982,3.575,1.2695,2.3025
9/7/1982,3.5025,1.3095,2.24
9/8/1982,3.5075,1.2855,2.225
9/9/1982,3.5175,1.311,2.215
9/10/1982,3.465,1.295,2.1925
9/13/1982,3.495,1.3205,2.2475
9/14/1982,3.4975,1.33,2.265
9/15/1982,3.455,1.3145,2.2575
9/16/1982,3.4175,1.34,2.2425
9/17/1982,3.3325,1.362,2.2125
9/20/1982,3.3175,1.3375,2.2225
9/21/1982,3.33,1.353,2.215
9/22/1982,3.3175,1.372,2.195
9/23/1982,3.355,1.3775,2.22
9/24/1982,3.3975,1.3895,2.255
9/27/1982,3.3475,1.4385,2.265
9/28/1982,3.2825,1.4055,2.245
9/29/1982,3.2125,1.4225,2.2375
9/30/1982,3.1975,1.4485,2.22
10/1/1982,3.1675,1.4505,2.2
10/4/1982,3.165,1.435,2.175
10/5/1982,3.1825,1.4145,2.1825
10/6/1982,3.1775,1.4215,2.1925
10/7/1982,3.225,1.437,2.2375
10/8/1982,3.175,1.397,2.215
10/11/1982,3.215,1.3795,2.2575
10/12/1982,3.1925,1.4425,2.2175
10/13/1982,3.175,1.4255,2.2525
10/14/1982,3.08,1.411,2.2225
10/15/1982,3.08,1.395,2.205
10/18/1982,3.0325,1.4035,2.2
10/19/1982,3.03,1.385,2.21
10/20/1982,3.0775,1.4025,2.23
10/21/1982,3.0175,1.389,2.2075
10/22/1982,3.0475,1.412,2.1725
10/25/1982,3.0375,1.3925,2.14
10/26/1982,3.095,1.407,2.16
10/27/1982,3.1025,1.4085,2.165
10/28/1982,3.1375,1.4015,2.175
10/29/1982,3.175,1.394,2.1525
11/1/1982,3.265,1.35,2.1725
11/3/1982,3.2925,1.3355,2.2075
11/4/1982,3.305,1.369,2.22
11/5/1982,3.3475,1.3525,2.3025
11/8/1982,3.3225,1.361,2.305
11/9/1982,3.3025,1.375,2.32
11/10/1982,3.3125,1.362,2.33
11/11/1982,3.3,1.368,2.3725
11/12/1982,3.3325,1.3875,2.3525
11/15/1982,3.37,1.3985,2.325
11/16/1982,3.355,1.385,2.345
11/17/1982,3.305,1.382,2.3475
11/18/1982,3.3125,1.3745,2.37
11/19/1982,3.3475,1.39,2.395
11/22/1982,3.4075,1.4195,2.3875
11/23/1982,3.44,1.418,2.38
11/24/1982,3.4815,1.398,2.4055
11/26/1982,3.4385,1.3956,2.411
11/29/1982,3.402,1.3659,2.3865
11/30/1982,3.4235,1.3621,2.399
12/1/1982,3.465,1.3595,2.39
12/2/1982,3.4,1.335,2.3675
12/3/1982,3.3875,1.333,2.365
12/6/1982,3.4175,1.358,2.39
12/7/1982,3.43,1.3795,2.43
12/8/1982,3.41,1.3395,2.405
12/9/1982,3.4075,1.3365,2.425
12/10/1982,3.3325,1.3485,2.4125
12/13/1982,3.35,1.332,2.425
12/14/1982,3.31,1.327,2.42
12/15/1982,3.2775,1.3075,2.42
12/16/1982,3.275,1.2775,2.4075
12/17/1982,3.315,1.282,2.4125
12/20/1982,3.35,1.296,2.415
12/21/1982,3.3725,1.2985,2.4175
12/22/1982,3.3375,1.3025,2.4175
12/23/1982,3.365,1.299,2.4225
12/27/1982,3.3675,1.2765,2.4425
12/28/1982,3.3525,1.297,2.465
12/29/1982,3.335,1.309,2.4525
12/30/1982,3.3075,1.2985,2.4475
1/3/1983,3.2425,1.327,2.4425
1/4/1983,3.25,1.3175,2.4275
1/5/1983,3.29,1.323,2.4425
1/6/1983,3.3075,1.292,2.455
1/7/1983,3.3175,1.29,2.4775
1/10/1983,3.345,1.2775,2.5025
1/11/1983,3.355,1.2775,2.505
1/12/1983,3.4125,1.2985,2.56
1/13/1983,3.4575,1.2815,2.5425
1/14/1983,3.465,1.2855,2.56
1/17/1983,3.4225,1.295,2.565
1/18/1983,3.4425,1.271,2.5575
1/19/1983,3.35,1.286,2.5525
1/20/1983,3.3325,1.2765,2.5575
1/21/1983,3.3325,1.267,2.575
1/24/1983,3.345,1.261,2.595
1/25/1983,3.3175,1.2605,2.6125
1/26/1983,3.345,1.2535,2.635
1/27/1983,3.3475,1.2565,2.665
1/28/1983,3.3525,1.243,2.6325
1/31/1983,3.435,1.228,2.6775
2/1/1983,3.4525,1.225,2.695
2/2/1983,3.4525,1.237,2.6775
2/3/1983,3.4675,1.229,2.6825
2/4/1983,3.445,1.246,2.6825
2/7/1983,3.4125,1.2655,2.6525
2/8/1983,3.3975,1.2685,2.6475
2/9/1983,3.39,1.254,2.6775
2/10/1983,3.44,1.2565,2.7325
2/11/1983,3.4275,1.2525,2.7475
2/14/1983,3.5075,1.2685,2.7975
2/15/1983,3.4625,1.264,2.7825
2/16/1983,3.4475,1.2515,2.755
2/17/1983,3.4475,1.2615,2.7775
2/18/1983,3.435,1.2645,2.7825
2/22/1983,3.32,1.2545,2.75
2/23/1983,3.3415,1.2523,2.796
2/24/1983,3.328,1.2446,2.837
2/25/1983,3.3095,1.2207,2.835
2/28/1983,3.1845,1.2109,2.797
3/1/1983,3.2525,1.223,2.84
3/2/1983,3.2575,1.218,2.8775
3/3/1983,3.2725,1.223,2.8875
3/4/1983,3.2925,1.2185,2.8925
3/7/1983,3.275,1.219,2.885
3/8/1983,3.235,1.211,2.86
3/9/1983,3.2825,1.2315,2.8725
3/10/1983,3.29,1.23,2.8375
3/11/1983,3.2675,1.2335,2.8275
3/14/1983,3.3025,1.234,2.87
3/15/1983,3.3075,1.215,2.87
3/16/1983,3.355,1.2085,2.9225
3/17/1983,3.4275,1.217,2.9575
3/18/1983,3.495,1.219,2.9575
3/21/1983,3.545,1.235,2.9975
3/22/1983,3.545,1.2355,3.0075
3/23/1983,3.665,1.266,3.0875
3/24/1983,3.67,1.2635,3.055
3/25/1983,3.6025,1.242,3.0425
3/28/1983,3.5775,1.2445,3.11
3/29/1983,3.59,1.249,3.1375
3/30/1983,3.5775,1.2415,3.1025
3/31/1983,3.6025,1.2325,3.1275
4/4/1983,3.6225,1.231,3.1625
4/5/1983,3.6225,1.2185,3.13
4/6/1983,3.59,1.207,3.0975
4/7/1983,3.64,1.213,3.11
4/8/1983,3.6375,1.2155,3.1475
4/11/1983,3.5375,1.2135,3.15
4/12/1983,3.51,1.2245,3.13
4/13/1983,3.4975,1.2185,3.1525
4/14/1983,3.5025,1.227,3.1225
4/15/1983,3.49,1.241,3.1075
4/18/1983,3.4525,1.242,3.105
4/19/1983,3.41,1.2385,3.1025
4/20/1983,3.405,1.238,3.0575
4/21/1983,3.4275,1.247,3.06
4/22/1983,3.49,1.255,3.1425
4/25/1983,3.4725,1.2625,3.1225
4/26/1983,3.52,1.2466,3.149
4/27/1983,3.5575,1.2521,3.1605
4/28/1983,3.565,1.246,3.157
4/29/1983,3.5945,1.2444,3.1805
5/2/1983,3.62,1.256,3.1925
5/3/1983,3.6325,1.2565,3.18
5/4/1983,3.66,1.2615,3.1825
5/5/1983,3.6275,1.263,3.1825
5/6/1983,3.6275,1.2515,3.1725
5/9/1983,3.625,1.241,3.1525
5/10/1983,3.61,1.235,3.1675
5/11/1983,3.5075,1.242,3.0675
5/12/1983,3.5075,1.2475,3.0225
5/13/1983,3.5375,1.258,3.0225
5/16/1983,3.5275,1.295,3.025
5/17/1983,3.5525,1.285,3.065
5/18/1983,3.555,1.28,3.0775
5/19/1983,3.53,1.2945,3.0775
5/20/1983,3.545,1.32,3.0425
5/23/1983,3.5425,1.31,3.0675
5/24/1983,3.58,1.3335,3.1025
5/25/1983,3.555,1.3395,3.0725
5/26/1983,3.5025,1.3335,3.0575
5/27/1983,3.4725,1.3525,3.0225
5/31/1983,3.4325,1.3175,3.045
6/1/1983,3.4375,1.28,3.025
6/2/1983,3.475,1.266,3.0675
6/3/1983,3.46,1.267,3.0725
6/6/1983,3.485,1.279,3.0625
6/7/1983,3.47,1.2935,3.0425
6/8/1983,3.4425,1.2615,3.055
6/9/1983,3.4475,1.2715,3.0925
6/10/1983,3.4275,1.253,3.09
6/13/1983,3.435,1.262,3.11
6/14/1983,3.45,1.2725,3.115
6/15/1983,3.4525,1.2705,3.1
6/16/1983,3.5175,1.269,3.0975
6/17/1983,3.49,1.2635,3.0875
6/20/1983,3.495,1.2485,3.1175
6/21/1983,3.5625,1.236,3.14
6/22/1983,3.5475,1.2465,3.1475
6/23/1983,3.495,1.248,3.185
6/24/1983,3.4725,1.2475,3.1825
6/27/1983,3.4575,1.2466,3.142
6/28/1983,3.4925,1.2445,3.127
6/29/1983,3.5055,1.2567,3.071
6/30/1983,3.542,1.2509,3.014
7/1/1983,3.515,1.275,2.985
7/5/1983,3.4725,1.277,3.0025
7/6/1983,3.5225,1.261,3.04
7/7/1983,3.505,1.28,3.0425
7/8/1983,3.47,1.279,3.05
7/11/1983,3.4825,1.288,3.105
7/12/1983,3.47,1.29,3.0975
7/13/1983,3.4825,1.291,3.0575
7/14/1983,3.495,1.2715,3.0625
7/15/1983,3.535,1.2685,3.095
7/18/1983,3.5725,1.272,3.0925
7/19/1983,3.555,1.28,3.1375
7/20/1983,3.6975,1.289,3.2375
7/21/1983,3.655,1.283,3.215
7/22/1983,3.6575,1.2875,3.255
7/25/1983,3.6225,1.2725,3.2325
7/26/1983,3.6475,1.277,3.1875
7/27/1983,3.6325,1.269,3.1675
7/28/1983,3.7125,1.2675,3.2275
7/29/1983,3.7275,1.2605,3.2025
8/1/1983,3.7975,1.251,3.3025
8/2/1983,3.76,1.2535,3.345
8/3/1983,3.8075,1.258,3.4225
8/4/1983,3.775,1.259,3.4125
8/5/1983,3.7825,1.263,3.4975
8/8/1983,3.7675,1.2635,3.4775
8/9/1983,3.755,1.2615,3.45
8/10/1983,3.8475,1.28,3.55
8/11/1983,3.8275,1.2775,3.5775
8/12/1983,3.815,1.272,3.5775
8/15/1983,3.955,1.275,3.6775
8/16/1983,3.885,1.287,3.6275
8/17/1983,3.905,1.2945,3.575
8/18/1983,3.8425,1.288,3.4975
8/19/1983,3.825,1.309,3.5275
8/22/1983,4.025,1.3105,3.6275
8/23/1983,3.8975,1.3225,3.6575
8/24/1983,3.8775,1.336,3.6075
8/25/1983,3.875,1.3295,3.555
8/26/1983,3.9155,1.3189,3.619
8/29/1983,3.9725,1.3023,3.5885
8/30/1983,3.9165,1.3043,3.499
8/31/1983,4.0595,1.3026,3.5885
9/1/1983,4.0575,1.2985,3.5375
9/2/1983,4.0775,1.3035,3.5925
9/6/1983,4.0675,1.2995,3.6475
9/7/1983,4.0275,1.291,3.6325
9/8/1983,4.0525,1.2935,3.6475
9/9/1983,4.0675,1.302,3.6775
9/12/1983,4.005,1.3065,3.6525
9/13/1983,3.89,1.315,3.6025
9/14/1983,3.8425,1.301,3.5675
9/15/1983,3.7975,1.316,3.4825
9/16/1983,3.8275,1.319,3.5225
9/19/1983,3.87,1.3275,3.6125
9/20/1983,3.835,1.3325,3.5925
9/21/1983,3.9025,1.329,3.6925
9/22/1983,3.815,1.3395,3.6025
9/23/1983,3.7375,1.339,3.5425
9/26/1983,3.7425,1.326,3.49
9/27/1983,3.76,1.3355,3.545
9/28/1983,3.7125,1.357,3.485
9/29/1983,3.7,1.3545,3.515
9/30/1983,3.7075,1.365,3.5475
10/3/1983,3.7,1.379,3.5275
10/4/1983,3.665,1.41,3.4675
10/5/1983,3.685,1.4125,3.51
10/6/1983,3.7175,1.439,3.525
10/7/1983,3.695,1.411,3.4925
10/10/1983,3.66,1.439,3.48
10/11/1983,3.665,1.4275,3.5025
10/12/1983,3.66,1.4375,3.4875
10/13/1983,3.6925,1.4295,3.5775
10/14/1983,3.7075,1.433,3.5375
10/17/1983,3.695,1.4385,3.505
10/18/1983,3.725,1.425,3.4725
10/19/1983,3.69,1.42,3.4275
10/20/1983,3.6075,1.4215,3.375
10/21/1983,3.6375,1.4275,3.4075
10/24/1983,3.625,1.4355,3.4125
10/25/1983,3.6525,1.4325,3.48
10/26/1983,3.5675,1.4295,3.415
10/27/1983,3.575,1.3955,3.455
10/28/1983,3.5875,1.391,3.4775
10/31/1983,3.545,1.4155,3.4475
11/1/1983,3.5625,1.409,3.4675
11/2/1983,3.585,1.4335,3.5075
11/3/1983,3.575,1.44,3.5075
11/4/1983,3.585,1.4435,3.545
11/7/1983,3.6025,1.452,3.5775
11/8/1983,3.5875,1.481,3.5725
11/9/1983,3.58,1.4715,3.58
11/10/1983,3.5625,1.4855,3.5925
11/11/1983,3.4925,1.494,3.57
11/14/1983,3.4575,1.482,3.555
11/15/1983,3.4675,1.4835,3.5825
11/16/1983,3.4025,1.4785,3.5175
11/17/1983,3.395,1.4665,3.515
11/18/1983,3.365,1.491,3.4675
11/21/1983,3.33,1.4925,3.4225
11/22/1983,3.3225,1.4885,3.365
11/23/1983,3.39,1.496,3.355
11/25/1983,3.4465,1.4878,3.4005
11/28/1983,3.443,1.4737,3.4385
11/29/1983,3.4775,1.4683,3.427
11/30/1983,3.5325,1.4536,3.407
12/1/1983,3.595,1.465,3.42
12/2/1983,3.59,1.469,3.375
12/5/1983,3.5525,1.463,3.3175
12/6/1983,3.525,1.469,3.295
12/7/1983,3.5325,1.475,3.3375
12/8/1983,3.5525,1.463,3.3425
12/9/1983,3.535,1.4855,3.32
12/12/1983,3.5175,1.489,3.3175
12/13/1983,3.4875,1.496,3.2925
12/14/1983,3.5125,1.49,3.2925
12/15/1983,3.51,1.477,3.29
12/16/1983,3.555,1.4865,3.31
12/19/1983,3.6,1.472,3.3775
12/20/1983,3.6075,1.442,3.3675
12/21/1983,3.595,1.421,3.3725
12/22/1983,3.585,1.419,3.4075
12/23/1983,3.6125,1.4215,3.4325
12/27/1983,3.6475,1.423,3.4425
12/28/1983,3.67,1.401,3.4025
12/29/1983,3.635,1.387,3.3775
12/30/1983,3.635,1.388,3.3725
1/3/1984,3.54,1.378,3.2975
1/4/1984,3.5525,1.3935,3.2975
1/5/1984,3.5875,1.412,3.3325
1/6/1984,3.5875,1.4065,3.305
1/9/1984,3.5875,1.401,3.31
1/10/1984,3.6125,1.4105,3.34
1/11/1984,3.605,1.3975,3.3425
1/12/1984,3.6175,1.4115,3.35
1/13/1984,3.615,1.4235,3.3525
1/16/1984,3.57,1.4165,3.2675
1/17/1984,3.55,1.415,3.2975
1/18/1984,3.485,1.42,3.285
1/19/1984,3.435,1.4275,3.27
1/20/1984,3.385,1.4475,3.2325
1/23/1984,3.445,1.4585,3.245
1/24/1984,3.4575,1.4395,3.345
1/25/1984,3.3875,1.443,3.3275
1/26/1984,3.3125,1.4325,3.2825
1/27/1984,3.27,1.4355,3.29
1/30/1984,3.3125,1.426,3.285
1/31/1984,3.2875,1.4245,3.2925
2/1/1984,3.345,1.4345,3.295
2/2/1984,3.33,1.4375,3.3125
2/3/1984,3.335,1.434,3.3025
2/6/1984,3.315,1.4275,3.295
2/7/1984,3.33,1.399,3.29
2/8/1984,3.3575,1.3965,3.2975
2/9/1984,3.31,1.4095,3.2725
2/10/1984,3.2575,1.428,3.2475
2/13/1984,3.2175,1.435,3.2025
2/14/1984,3.2425,1.45,3.165
2/15/1984,3.2825,1.455,3.1875
2/16/1984,3.3175,1.472,3.1875
2/17/1984,3.3325,1.4685,3.1925
2/21/1984,3.29,1.4575,3.185
2/22/1984,3.315,1.465,3.2475
2/23/1984,3.285,1.477,3.2425
2/24/1984,3.2985,1.4699,3.252
2/27/1984,3.2955,1.4618,3.2575
2/28/1984,3.261,1.4442,3.249
2/29/1984,3.3025,1.4557,3.3195
3/1/1984,3.3625,1.4555,3.33
3/2/1984,3.4225,1.459,3.36
3/5/1984,3.4925,1.468,3.3825
3/6/1984,3.5325,1.472,3.41
3/7/1984,3.52,1.442,3.4075
3/8/1984,3.495,1.4505,3.405
3/9/1984,3.545,1.437,3.4425
3/12/1984,3.4925,1.433,3.43
3/13/1984,3.48,1.444,3.44
3/14/1984,3.5025,1.426,3.4675
3/15/1984,3.5675,1.451,3.4925
3/16/1984,3.53,1.447,3.48
3/19/1984,3.505,1.442,3.48
3/20/1984,3.4975,1.449,3.5
3/21/1984,3.5275,1.469,3.515
3/22/1984,3.6125,1.468,3.5325
3/23/1984,3.61,1.4785,3.5325
3/26/1984,3.66,1.493,3.5625
3/27/1984,3.605,1.4825,3.5475
3/28/1984,3.59,1.4885,3.525
3/29/1984,3.6275,1.511,3.505
3/30/1984,3.74,1.5135,3.5325
4/2/1984,3.7025,1.4935,3.5775
4/3/1984,3.7475,1.5115,3.5875
4/4/1984,3.7725,1.506,3.6175
4/5/1984,3.685,1.507,3.5825
4/6/1984,3.665,1.509,3.5875
4/9/1984,3.7,1.5065,3.6025
4/10/1984,3.6725,1.5005,3.5825
4/11/1984,3.64,1.4995,3.54
4/12/1984,3.6875,1.485,3.5275
4/13/1984,3.7275,1.4715,3.5425
4/16/1984,3.68,1.4945,3.5275
4/17/1984,3.6525,1.512,3.5175
4/18/1984,3.68,1.532,3.545
4/19/1984,3.71,1.539,3.575
4/23/1984,3.7175,1.533,3.6125
4/24/1984,3.6425,1.515,3.515
4/25/1984,3.558,1.4901,3.473
4/26/1984,3.52,1.4938,3.4245
4/27/1984,3.512,1.4977,3.445
4/30/1984,3.4355,1.4816,3.421
5/1/1984,3.3975,1.4695,3.435
5/2/1984,3.44,1.4635,3.4775
5/3/1984,3.4175,1.4765,3.4675
5/4/1984,3.4275,1.4855,3.4675
5/7/1984,3.415,1.4865,3.4775
5/8/1984,3.445,1.492,3.49
5/9/1984,3.445,1.4815,3.4725
5/10/1984,3.4425,1.5045,3.4525
5/11/1984,3.415,1.5175,3.445
5/14/1984,3.4075,1.5135,3.4275
5/15/1984,3.4325,1.5095,3.44
5/16/1984,3.4675,1.5015,3.475
5/17/1984,3.49,1.5085,3.47
5/18/1984,3.585,1.544,3.5
5/21/1984,3.6875,1.5645,3.5425
5/22/1984,3.6775,1.546,3.5525
5/23/1984,3.6775,1.5225,3.54
5/24/1984,3.745,1.508,3.5325
5/25/1984,3.6575,1.4505,3.53
5/29/1984,3.6475,1.419,3.535
5/30/1984,3.635,1.4425,3.5375
5/31/1984,3.56,1.4435,3.505
6/1/1984,3.5475,1.4595,3.485
6/4/1984,3.5675,1.429,3.4875
6/5/1984,3.5825,1.4415,3.4575
6/6/1984,3.5575,1.4475,3.4675
6/7/1984,3.56,1.488,3.4975
6/8/1984,3.5225,1.4625,3.47
6/11/1984,3.5525,1.4675,3.4875
6/12/1984,3.545,1.4665,3.4625
6/13/1984,3.54,1.4625,3.475
6/14/1984,3.505,1.465,3.4675
6/15/1984,3.4975,1.474,3.4725
6/18/1984,3.485,1.463,3.4875
6/19/1984,3.525,1.4455,3.5225
6/20/1984,3.5675,1.461,3.515
6/21/1984,3.575,1.469,3.53
6/22/1984,3.5325,1.4715,3.5325
6/25/1984,3.5075,1.462,3.535
6/26/1984,3.491,1.476,3.445
6/27/1984,3.483,1.5061,3.377
6/28/1984,3.5245,1.4777,3.318
6/29/1984,3.579,1.4402,3.3325
7/2/1984,3.5475,1.449,3.255
7/3/1984,3.5125,1.4385,3.205
7/5/1984,3.47,1.448,3.1225
7/6/1984,3.5025,1.44,3.13
7/9/1984,3.53,1.425,3.1825
7/10/1984,3.515,1.423,3.1475
7/11/1984,3.485,1.3955,3.12
7/12/1984,3.495,1.3995,3.1325
7/13/1984,3.48,1.3985,3.125
7/16/1984,3.45,1.4085,3.13
7/17/1984,3.435,1.4175,3.1275
7/18/1984,3.4525,1.4115,3.1225
7/19/1984,3.465,1.409,3.1125
7/20/1984,3.4575,1.4205,3.075
7/23/1984,3.46,1.437,3.025
7/24/1984,3.4675,1.405,2.9925
7/25/1984,3.4175,1.4125,2.9625
7/26/1984,3.4375,1.3845,2.9325
7/27/1984,3.43,1.394,2.8725
7/30/1984,3.4875,1.3895,2.86
7/31/1984,3.4925,1.39,2.9425
8/1/1984,3.515,1.403,2.9325
8/2/1984,3.54,1.401,2.98
8/3/1984,3.5525,1.4075,2.975
8/6/1984,3.52,1.398,2.9975
8/7/1984,3.4825,1.405,2.9775
8/8/1984,3.4975,1.417,2.935
8/9/1984,3.5325,1.4435,2.9575
8/10/1984,3.5475,1.452,2.9375
8/13/1984,3.4975,1.453,2.925
8/14/1984,3.5025,1.47,2.96
8/15/1984,3.475,1.453,2.9825
8/16/1984,3.49,1.4485,3.0075
8/17/1984,3.4425,1.465,2.9525
8/20/1984,3.3825,1.456,2.895
8/21/1984,3.44,1.4695,2.9225
8/22/1984,3.49,1.4775,3.0175
8/23/1984,3.4425,1.488,3.005
8/24/1984,3.4625,1.4765,3.0525
8/27/1984,3.405,1.5745,3.055
8/28/1984,3.4475,1.5139,2.976
8/29/1984,3.4015,1.4944,2.9065
8/30/1984,3.4835,1.5012,2.9025
8/31/1984,3.5005,1.474,2.861
9/4/1984,3.5425,1.4525,2.8425
9/5/1984,3.5575,1.448,2.875
9/6/1984,3.5625,1.4465,2.8725
9/7/1984,3.565,1.4385,2.8675
9/10/1984,3.58,1.4235,2.9175
9/11/1984,3.5675,1.406,2.9175
9/12/1984,3.5825,1.396,2.91
9/13/1984,3.545,1.411,2.8725
9/14/1984,3.4925,1.39,2.8925
9/17/1984,3.4425,1.376,2.84
9/18/1984,3.47,1.3795,2.8475
9/19/1984,3.4875,1.3875,2.8675
9/20/1984,3.4875,1.3875,2.855
9/21/1984,3.515,1.3955,2.85
9/24/1984,3.525,1.3745,2.8425
9/25/1984,3.5075,1.371,2.8325
9/26/1984,3.4675,1.3505,2.8125
9/27/1984,3.48,1.362,2.81
9/28/1984,3.47,1.3595,2.785
10/1/1984,3.475,1.3355,2.775
10/2/1984,3.495,1.3435,2.7975
10/3/1984,3.4775,1.341,2.8
10/4/1984,3.4625,1.349,2.8025
10/5/1984,3.485,1.3435,2.805
10/8/1984,3.4875,1.344,2.7875
10/9/1984,3.49,1.3485,2.785
10/10/1984,3.51,1.3645,2.8
10/11/1984,3.4925,1.3435,2.785
10/12/1984,3.4775,1.355,2.83
10/15/1984,3.465,1.3635,2.81
10/16/1984,3.5025,1.3655,2.82
10/17/1984,3.49,1.37,2.7875
10/18/1984,3.495,1.3535,2.7825
10/19/1984,3.525,1.3565,2.7875
10/22/1984,3.565,1.355,2.7625
10/23/1984,3.6075,1.3525,2.7625
10/24/1984,3.645,1.3655,2.7725
10/25/1984,3.63,1.3615,2.7825
10/26/1984,3.6,1.364,2.7725
10/29/1984,3.595,1.361,2.74
10/30/1984,3.6275,1.3645,2.735
10/31/1984,3.625,1.3865,2.745
11/1/1984,3.64,1.387,2.7825
11/2/1984,3.6075,1.3865,2.755
11/5/1984,3.6225,1.3875,2.7325
11/6/1984,3.655,1.3975,2.74
11/7/1984,3.6475,1.408,2.76
11/8/1984,3.61,1.411,2.7575
11/9/1984,3.6125,1.407,2.7675
11/12/1984,3.5825,1.4355,2.7825
11/13/1984,3.5425,1.437,2.765
11/14/1984,3.5175,1.4405,2.7525
11/15/1984,3.55,1.439,2.755
11/16/1984,3.56,1.4255,2.76
11/19/1984,3.5725,1.4135,2.76
11/20/1984,3.5975,1.4125,2.7475
11/21/1984,3.6125,1.3985,2.735
11/23/1984,3.6175,1.3895,2.7025
11/26/1984,3.605,1.4045,2.665
11/27/1984,3.5655,1.3867,2.685
11/28/1984,3.559,1.3869,2.72
11/29/1984,3.5515,1.3778,2.7275
11/30/1984,3.5365,1.3717,2.7575
12/3/1984,3.5275,1.3675,2.7675
12/4/1984,3.5275,1.3905,2.765
12/5/1984,3.5475,1.382,2.7575
12/6/1984,3.53,1.388,2.7575
12/7/1984,3.47,1.3855,2.715
12/10/1984,3.46,1.3795,2.7275
12/11/1984,3.4175,1.3945,2.7225
12/12/1984,3.3825,1.4035,2.68
12/13/1984,3.405,1.393,2.6625
12/14/1984,3.4275,1.3905,2.6775
12/17/1984,3.405,1.4145,2.6975
12/18/1984,3.435,1.3865,2.6875
12/19/1984,3.4325,1.401,2.6825
12/20/1984,3.44,1.4055,2.675
12/21/1984,3.465,1.412,2.6525
12/26/1984,3.475,1.406,2.6825
12/27/1984,3.45,1.4205,2.665
12/28/1984,3.4675,1.425,2.675
12/31/1984,3.4775,1.4225,2.6925
1/2/1985,3.4625,1.416,2.7075
1/3/1985,3.44,1.427,2.715
1/4/1985,3.415,1.4305,2.695
1/7/1985,3.415,1.422,2.7025
1/8/1985,3.405,1.424,2.6825
1/9/1985,3.455,1.4345,2.695
1/10/1985,3.5025,1.4285,2.695
1/11/1985,3.49,1.4265,2.695
1/14/1985,3.5075,1.43,2.6925
1/15/1985,3.5375,1.45,2.71
1/16/1985,3.535,1.4485,2.7175
1/17/1985,3.5275,1.4625,2.7175
1/18/1985,3.5075,1.4825,2.7275
1/21/1985,3.49,1.4835,2.7375
1/22/1985,3.495,1.497,2.71
1/23/1985,3.495,1.5025,2.705
1/24/1985,3.445,1.5095,2.705
1/25/1985,3.4675,1.511,2.715
1/28/1985,3.455,1.497,2.705
1/29/1985,3.48,1.485,2.705
1/30/1985,3.5225,1.4765,2.72
1/31/1985,3.5075,1.5005,2.725
2/1/1985,3.545,1.5085,2.715
2/4/1985,3.5825,1.5305,2.72
2/5/1985,3.5775,1.5205,2.745
2/6/1985,3.54,1.4995,2.7325
2/7/1985,3.54,1.484,2.725
2/8/1985,3.575,1.459,2.72
2/11/1985,3.595,1.458,2.7025
2/12/1985,3.575,1.446,2.6975
2/13/1985,3.5325,1.4335,2.695
2/14/1985,3.4575,1.442,2.69
2/15/1985,3.4675,1.4425,2.6975
2/19/1985,3.4575,1.423,2.6775
2/20/1985,3.455,1.418,2.6675
2/21/1985,3.4825,1.43,2.6575
2/22/1985,3.4925,1.438,2.6525
2/25/1985,3.436,1.4238,2.637
